name,developer,location,min_price,max_price,avg_price,min_area,max_area,avg_area,min_bedrooms,max_bedrooms,delivery_year,project_url,unit_count,price_range
Kynd Residence,Melee Developments,North Coast,14750004,25000010,17151972.789473683,38,38,38.0,1,1,2025.0,https://www.propertyhub.site/properties/projects/08efdr17kmke95y2f1b9?page=1,19,"14,750,004 - 25,000,010"
Celebration West beach,Amer Group,North Coast,5493000,7263000,6378000.0,51,75,63.0,1,2,2025.0,https://www.propertyhub.site/properties/projects/08he4lr9n4wun38rfsyx?page=1,2,"5,493,000 - 7,263,000"
JIRAN,A plus  Developer,6th Of October,2500000,7000000,4675000.0,66,181,121.25,1,4,2025.0,https://www.propertyhub.site/properties/projects/0bb6u2cwggealw0dbya5?page=1,4,"2,500,000 - 7,000,000"
Palm East,TG Developments,New Cairo,4517250,21016975,9794971.0,72,330,137.52,1,5,2025.0,https://www.propertyhub.site/properties/projects/0gu6dgeb40xecs97l45s?page=1,25,"4,517,250 - 21,016,975"
T pearl,torec,6th Of October,16507200,37131266,21943859.777777776,3,96,46.5,4,7,2025.0,https://www.propertyhub.site/properties/projects/0jwk8bn1ms6ahe40yq6r?page=1,18,"16,507,200 - 37,131,266"
Solay,Living Yard,New Cairo,16537500,40063358,26299092.4,5,167,94.8,2,4,2025.0,https://www.propertyhub.site/properties/projects/0l1yd32ju2kgidfbh5vp?page=1,5,"16,537,500 - 40,063,358"
La maison,Somow,6th Of October,10170000,10170000,10170000.0,247,247,247.0,4,4,2025.0,https://www.propertyhub.site/properties/projects/0lc9i90fk8rb17lkzrdf?page=1,1,"10,170,000 - 10,170,000"
SQ1,HDP,New Cairo,10685220,39102000,23005999.43902439,72,245,149.85365853658536,1,4,2025.0,https://www.propertyhub.site/properties/projects/0lsju94g5lknvk9hanjq?page=1,41,"10,685,220 - 39,102,000"
FLW,ZG Developments,6th Of October,2152000,3650000,3066980.0,68,132,104.4,1,3,2025.0,https://www.propertyhub.site/properties/projects/0scpg7msuug0lewg10se?page=1,5,"2,152,000 - 3,650,000"
solimar green 4,solimar,6th Of October,8888888,8888888,8888888.0,334,334,334.0,3,3,2025.0,https://www.propertyhub.site/properties/projects/12ggoqz6b9a33ubpwvz8?page=1,1,"8,888,888 - 8,888,888"
Orla Residence,I capital,New Cairo,5570220,12922250,10214102.0,86,185,151.0,1,3,2025.0,https://www.propertyhub.site/properties/projects/13s9qc8tlya9v0qc3pdc?page=1,5,"5,570,220 - 12,922,250"
Hope,معمار الاشراف,New Cairo,4749156,14105170,7876575.71875,83,244,129.875,1,4,2025.0,https://www.propertyhub.site/properties/projects/14omxm0hyxrazm0mv93v?page=1,96,"4,749,156 - 14,105,170"
At East,Al Ahly Sabbour,El Mostakbal City,23614800,61327200,32114303.57142857,165,303,182.1696428571429,3,6,2025.0,https://www.propertyhub.site/properties/projects/15uci80xpnchkqxmy0jw?page=1,112,"23,614,800 - 61,327,200"
Silvia Compound,TE Developments,New Cairo,5715000,10835000,8618163.157894736,127,236,187.8947368421053,2,4,2025.0,https://www.propertyhub.site/properties/projects/16hqjya4r2lmqvbdywnb?page=1,19,"5,715,000 - 10,835,000"
ION,Prime,New Capital,5574344,13071499,8479289.75,128,351,212.75,2,4,2025.0,https://www.propertyhub.site/properties/projects/1dpadbf3e96xs1v9ntq7?page=1,12,"5,574,344 - 13,071,499"
Patio Town,La Vista,New Cairo,31000000,72000000,44133333.333333336,215,341,257.5,3,5,2025.0,https://www.propertyhub.site/properties/projects/1erxf5xmlgf4atbpb3p3?page=1,6,"31,000,000 - 72,000,000"
Promenade,Wadi Degla,New Cairo,14382820,14382820,14382820.0,225,225,225.0,3,3,2025.0,https://www.propertyhub.site/properties/projects/1ipvfauqccw07082blir?page=1,1,"14,382,820 - 14,382,820"
KINZ,Madaar,,12380000,44109000,21379400.0,127,304,187.15,2,5,2025.0,https://www.propertyhub.site/properties/projects/1o8cjqwi4p582v10rwg2?page=1,20,"12,380,000 - 44,109,000"
Garnet,Jadeer,New Cairo,6072570,30274532,15117331.333333334,68,321,166.55555555555554,1,4,2025.0,https://www.propertyhub.site/properties/projects/1oy6dqvft5psmc0dnmfk?page=1,9,"6,072,570 - 30,274,532"
SwanLake West,Hassan Allam,6th Of October,29100000,126300000,65468750.0,150,606,310.25,2,5,2025.0,https://www.propertyhub.site/properties/projects/1qkzq8jlf4671kg4z3sc?page=1,16,"29,100,000 - 126,300,000"
Vaha,Alkarma,,24336000,54135000,33119000.0,236,334,263.5,4,7,2025.0,https://www.propertyhub.site/properties/projects/1rps0ay30068seh20tsv?page=1,4,"24,336,000 - 54,135,000"
Delta Crystals,Delta Crystals,North Coast,2738880,33000000,13106689.384615384,45,180,121.15384615384616,0,4,2025.0,https://www.propertyhub.site/properties/projects/1s3jh1ypbgpdj23vn3dl?page=1,13,"2,738,880 - 33,000,000"
PEERAGE RESIDENCE,Al Riyadh Misr,New Cairo,5820000,17280000,10339730.76923077,92,282,160.80769230769232,1,4,2025.0,https://www.propertyhub.site/properties/projects/1w8fb9tvno14e0z7jzrl?page=1,26,"5,820,000 - 17,280,000"
40 Square,Mint,New Capital,4633100,7849100,6206775.0,113,204,148.0,1,4,2025.0,https://www.propertyhub.site/properties/projects/1wlu2wqj5p1niu7w2lr2?page=1,4,"4,633,100 - 7,849,100"
Okardia,FUD development,Elobour City,3160000,9600000,5110928.8,116,370,193.1,2,4,2025.0,https://www.propertyhub.site/properties/projects/1wymwuihm3cngpa4q9jo?page=1,10,"3,160,000 - 9,600,000"
Malibu,Egyptian Engineers,,4232000,5875000,5065400.0,92,125,109.4,2,3,2025.0,https://www.propertyhub.site/properties/projects/1ywbe16g08dmj34hflbd?page=1,5,"4,232,000 - 5,875,000"
Gems,VAI Developments,6th Of October,7917111,13548796,11901830.727272728,176,261,237.45454545454547,3,3,2025.0,https://www.propertyhub.site/properties/projects/25qqcyai39mnqgosljut?page=1,11,"7,917,111 - 13,548,796"
SKY NORTH,Sky Ad,,8400000,148000000,45690000.0,92,330,208.9,1,6,2025.0,https://www.propertyhub.site/properties/projects/2734ps4wxnbj3ziq3gci?page=1,10,"8,400,000 - 148,000,000"
Palencia,K Developments,Elshourok City,3734857,11435552,6638283.53125,86,257,151.15625,1,4,2025.0,https://www.propertyhub.site/properties/projects/281n3u8j4qp1nrepwf9m?page=1,32,"3,734,857 - 11,435,552"
Lusail Residence,Margins,,4127920,17168000,10282501.111111112,70,296,174.66666666666666,1,4,2025.0,https://www.propertyhub.site/properties/projects/29gd2o19edc59wj0onbu?page=1,9,"4,127,920 - 17,168,000"
Rock Vera,Rock,New Cairo,10679590,16113553,13799345.0,153,238,200.42307692307693,3,3,2025.0,https://www.propertyhub.site/properties/projects/29ym4j4h2ryk0h2w1en4?page=1,26,"10,679,590 - 16,113,553"
Address East,Dorra,New Cairo,6100000,8000000,7057142.857142857,121,171,150.14285714285714,2,3,2025.0,https://www.propertyhub.site/properties/projects/29z1yu2dplc687i0bn3f?page=1,7,"6,100,000 - 8,000,000"
Begonia Residence,Menassat,New Cairo,1153000,15886000,6713666.666666667,5,246,97.83333333333331,0,3,2025.0,https://www.propertyhub.site/properties/projects/2gt3cvijo80l20avfqej?page=1,6,"1,153,000 - 15,886,000"
TO-GTHER,Golden View,New Cairo,5517600,16660667,11267566.75,38,134,87.75,0,3,2025.0,https://www.propertyhub.site/properties/projects/2gxc6a9grg9tt2e39ht9?page=1,4,"5,517,600 - 16,660,667"
VALEA,S.G.D,,3948000,10447500,7205333.333333333,84,187,141.66666666666666,1,3,2025.0,https://www.propertyhub.site/properties/projects/2kb4ews8gz7c8f6l0swc?page=1,6,"3,948,000 - 10,447,500"
Parkwoods,Malvern,6th Of October,9600000,14370560,11456853.333333334,253,353,286.3333333333333,3,3,2025.0,https://www.propertyhub.site/properties/projects/2qsumns1f6142f5u2mcj?page=1,3,"9,600,000 - 14,370,560"
kardia,Capital Link,New Capital,6580000,15420000,10721666.666666666,148,348,239.66666666666663,3,5,2025.0,https://www.propertyhub.site/properties/projects/2vjdioco38d7v49l2vo8?page=1,6,"6,580,000 - 15,420,000"
Rivette,Melee Developments,North Coast,9299990,13550000,12267970.88235294,5,93404,20280.970588235294,1,2,2025.0,https://www.propertyhub.site/properties/projects/30srxnil9dnb3zv0n8fl?page=1,34,"9,299,990 - 13,550,000"
Marriott residences Heliopolis,A capital,,9986000,39325000,19614153.846153848,56,198,116.6923076923077,1,3,2025.0,https://www.propertyhub.site/properties/projects/34dn99uehfcns3sk825c?page=1,13,"9,986,000 - 39,325,000"
Rewaya,Siac Developments,Sheikh Zayed City,9900000,19700000,15625000.0,78,222,145.5,1,4,2025.0,https://www.propertyhub.site/properties/projects/34ouru5p1yy9mo4cemqx?page=1,4,"9,900,000 - 19,700,000"
El Patio Sola,La Vista,Elshourok City,12200000,26100000,19750000.0,155,328,232.0,3,5,2025.0,https://www.propertyhub.site/properties/projects/3bst79y4r8hbwce2dh5i?page=1,6,"12,200,000 - 26,100,000"
Mar bay,Al Marasem,North Coast,15300000,94900000,33246666.666666668,98,420,198.4,2,7,2025.0,https://www.propertyhub.site/properties/projects/3n2myfhmg1nxwyn61zx1?page=1,30,"15,300,000 - 94,900,000"
El patio hills,La Vista,New Cairo,23940000,65200000,42330000.0,180,475,291.1428571428572,3,4,2025.0,https://www.propertyhub.site/properties/projects/3pwiou7hg8f7gku4shyd?page=1,7,"23,940,000 - 65,200,000"
Elen,Concrete Development,New Cairo,4763233,13914000,10111290.42857143,100,281,200.57142857142856,2,4,2025.0,https://www.propertyhub.site/properties/projects/3sjjkktf1owt25hnhsn0?page=1,7,"4,763,233 - 13,914,000"
The Novelist,Ghoneim Developments Group,,2550000,6720000,5269250.0,68,140,111.2,0,3,2025.0,https://www.propertyhub.site/properties/projects/3ubbcc3mz2uxtmqwagaa?page=1,10,"2,550,000 - 6,720,000"
marina 8,SED,North Coast,6282000,37880000,15028970.149253732,1,189,64.14179104477611,1,6,2025.0,https://www.propertyhub.site/properties/projects/3w6hmjug2vodgu9e2vku?page=1,134,"6,282,000 - 37,880,000"
avelin,Times,New Cairo,6500000,18100000,13083333.333333334,72,240,163.5,1,4,2025.0,https://www.propertyhub.site/properties/projects/3z6m96bg9pz9p2e4cwaq?page=1,6,"6,500,000 - 18,100,000"
Nile View,Venisia,,3571811,6765456,5358936.176470588,96,165,150.45098039215685,2,3,2025.0,https://www.propertyhub.site/properties/projects/403mrsi26c1nfzcvzkat?page=1,51,"3,571,811 - 6,765,456"
Helio Eye,AFG,,3760000,7260000,5250642.857142857,160,220,186.14285714285717,3,3,2025.0,https://www.propertyhub.site/properties/projects/43n9i24rwjz3zmg2v2j5?page=1,7,"3,760,000 - 7,260,000"
Cattleya,Arabco,New Cairo,8265000,10925000,9595000.0,121,162,141.5,2,3,2025.0,https://www.propertyhub.site/properties/projects/43xq5bx3v4dgj269efs6?page=1,2,"8,265,000 - 10,925,000"
SEQUOIA,Eden Development,North Coast,4287360,14965170,8404200.2,32,136,82.0,0,3,2025.0,https://www.propertyhub.site/properties/projects/466p0z3qog3q8h2mjg8l?page=1,5,"4,287,360 - 14,965,170"
ONS,Mabany Edris,,5600000,38200000,16372727.272727272,76,300,181.54545454545453,1,5,2025.0,https://www.propertyhub.site/properties/projects/46lg1u9jibo74sq55jor?page=1,11,"5,600,000 - 38,200,000"
Green Ville,Hayah Developments,,11028000,13470000,12249000.0,275,307,291.0,3,4,2025.0,https://www.propertyhub.site/properties/projects/4ebv2h9fnac3dqslunwc?page=1,2,"11,028,000 - 13,470,000"
W Gate,Dominick,6th Of October,6750000,7209000,6979500.0,180,180,180.0,3,3,2025.0,https://www.propertyhub.site/properties/projects/4i88dsgwsnmwop1y6dxk?page=1,8,"6,750,000 - 7,209,000"
THERE,LMD,New Cairo,9000000,20000000,14666666.666666666,70,172,118.66666666666669,1,3,2025.0,https://www.propertyhub.site/properties/projects/4tdu3c2wqpncwt0ih4kf?page=1,3,"9,000,000 - 20,000,000"
Capital Heights 1,SUD,New Capital,7808656,24960757,14932323.318181818,156,505,306.27272727272725,2,6,2025.0,https://www.propertyhub.site/properties/projects/500tvf9lduht7tpfuwnu?page=1,22,"7,808,656 - 24,960,757"
Bungalows,Arabia,North Coast,3500640,18000000,8676647.916666666,29,250,110.75,1,3,2025.0,https://www.propertyhub.site/properties/projects/51genlarjpv9giit7fpm?page=1,12,"3,500,640 - 18,000,000"
Patio vera,La Vista,6th Of October,18900000,37750000,26664285.714285716,200,324,230.0,3,5,2025.0,https://www.propertyhub.site/properties/projects/53kykhh6qyt4h29x2k9s?page=1,7,"18,900,000 - 37,750,000"
La Vida,Concrete Plus,6th Of October,20000000,22000000,20826086.95652174,363,376,367.5217391304348,7,7,2025.0,https://www.propertyhub.site/properties/projects/5bkkxzqa45lmk7lnqdy9?page=1,23,"20,000,000 - 22,000,000"
West Woods,Arabia,6th Of October,17640000,27250000,22463333.33333333,210,287,245.66666666666663,3,4,2025.0,https://www.propertyhub.site/properties/projects/5gtkjzgb0kh7en4zlixg?page=1,3,"17,640,000 - 27,250,000"
Greya Compound,Albaron,New Cairo,6068000,7520000,6794600.0,68,91,77.6,0,2,2025.0,https://www.propertyhub.site/properties/projects/64mi29iz9mvbsw4qe9wq?page=1,5,"6,068,000 - 7,520,000"
JAMILA,New Jersey,North Coast,5733000,12519000,8697000.0,60,154,103.66666666666669,1,3,2025.0,https://www.propertyhub.site/properties/projects/655p69sylszk7n7pzabr?page=1,3,"5,733,000 - 12,519,000"
Selena 2,Malvern,6th Of October,14900000,17700000,16166666.666666666,265,405,311.6666666666667,3,3,2025.0,https://www.propertyhub.site/properties/projects/6d2zcgmmc93w4q3zdv9b?page=1,3,"14,900,000 - 17,700,000"
The 101,ELATTAL Holding,El Mostakbal City,4317000,24174000,11987454.545454543,61,185,137.1818181818182,1,4,2025.0,https://www.propertyhub.site/properties/projects/6k6id9iesrhpuvn1xi7j?page=1,11,"4,317,000 - 24,174,000"
patio prime,La Vista,Elshourok City,24700000,42500000,33800000.0,205,292,235.25,3,4,2025.0,https://www.propertyhub.site/properties/projects/6sr1r693l5pmzqz8qazx?page=1,4,"24,700,000 - 42,500,000"
JOYA,JOYA,6th Of October,23991322,45861337,33455634.666666668,225,430,349.1666666666667,3,6,2025.0,https://www.propertyhub.site/properties/projects/6ut0rcjas1ghwjfulkxq?page=1,6,"23,991,322 - 45,861,337"
Porto El Minya,Amer Group,,3670800,55506700,10558569.047619049,66,686,152.1904761904762,1,6,2025.0,https://www.propertyhub.site/properties/projects/6yw5zqlk2e6slvjjuzff?page=1,21,"3,670,800 - 55,506,700"
Amorada ParkView,AFAQ Developments,New Cairo,11000000,11500000,11050000.0,210,220,218.0,3,3,2025.0,https://www.propertyhub.site/properties/projects/6z3tthwhgpcmxs6ay3u1?page=1,10,"11,000,000 - 11,500,000"
Classia,Emkan Developments,,4340000,5952000,5028121.739130435,120,192,158.81739130434784,2,3,2025.0,https://www.propertyhub.site/properties/projects/749jv7dofpit39tyfr8h?page=1,115,"4,340,000 - 5,952,000"
Rosail,khaled Sabry,El Mostakbal City,5000000,14230000,8898793.75,87,205,132.0,2,4,2025.0,https://www.propertyhub.site/properties/projects/7dq8ki1lfvrrxu9iduk5?page=1,8,"5,000,000 - 14,230,000"
Saada boutique,Horizon Egypt,New Cairo,13372748,67349553,28739293.384615384,125,380,220.0,2,7,2025.0,https://www.propertyhub.site/properties/projects/7ga1zbp3h4iq1y3zrypf?page=1,13,"13,372,748 - 67,349,553"
Yamour,Malvern,6th Of October,8216000,18665660,12541282.0,232,538,357.0,3,3,2025.0,https://www.propertyhub.site/properties/projects/7j96gpfp1wd30lj1t1vq?page=1,5,"8,216,000 - 18,665,660"
Reveal,معمار الاشراف,Elobour City,1419803,8718804,5398862.96875,47,207,155.78125,1,3,2025.0,https://www.propertyhub.site/properties/projects/7jm8zmdpfqpl2wbawxvw?page=1,64,"1,419,803 - 8,718,804"
Marville,Al Marasem,,9564000,28088000,20243000.0,96,240,168.0,1,4,2025.0,https://www.propertyhub.site/properties/projects/7o16kx0pui3d9046ybbw?page=1,7,"9,564,000 - 28,088,000"
TRU,UC,New Cairo,6407211,13989877,9952746.375,87,177,131.25,1,3,2025.0,https://www.propertyhub.site/properties/projects/7ozva09p7cqhcueaj4r8?page=1,8,"6,407,211 - 13,989,877"
Parkdale,Malvern,6th Of October,11813450,11813450,11813450.0,263,263,263.0,3,3,2025.0,https://www.propertyhub.site/properties/projects/82aqaf4yfwoqe27pd17h?page=1,1,"11,813,450 - 11,813,450"
Menorca Zayed,Mardev,6th Of October,16000000,26000000,19500000.0,225,333,267.0,4,6,2025.0,https://www.propertyhub.site/properties/projects/82rdyhqbft48fx6g5dus?page=1,4,"16,000,000 - 26,000,000"
Rivali,Samco,New Cairo,13187400,13187400,13187400.0,186,186,186.0,3,3,2025.0,https://www.propertyhub.site/properties/projects/8abnf7jizxv98bkyj3j1?page=1,1,"13,187,400 - 13,187,400"
Monark,Royal,El Mostakbal City,4050000,25630000,12441538.461538462,63,323,199.53846153846155,1,4,2025.0,https://www.propertyhub.site/properties/projects/8b1klzggmbe7bz0zlqch?page=1,13,"4,050,000 - 25,630,000"
Patio Vida,La Vista,,11220000,23720000,16292357.142857144,158,280,189.0,3,4,2025.0,https://www.propertyhub.site/properties/projects/8b50weksr7omc3fb5u4g?page=1,28,"11,220,000 - 23,720,000"
The Island north coast,HDP,North Coast,18975000,29250000,24345000.0,56,90,72.4,1,2,2025.0,https://www.propertyhub.site/properties/projects/8h6gc4oxbsgkw9k8tczn?page=1,5,"18,975,000 - 29,250,000"
Lumia Lagoons,Dubai Misr,New Capital,5856827,18734500,9370203.127388537,134,421,232.9936305732484,2,4,2025.0,https://www.propertyhub.site/properties/projects/8hrk6frozg4r9vqafw7l?page=1,157,"5,856,827 - 18,734,500"
Hyde Park Central,Hyde Park,,6180000,50140000,15736603.773584906,101,427795,28973.849056603773,1,6,2025.0,https://www.propertyhub.site/properties/projects/8jek8t2wwvteqnonpvqz?page=1,53,"6,180,000 - 50,140,000"
elm tree,Elm development,6th Of October,4098000,12515000,8405250.0,65,208,132.75,1,4,2025.0,https://www.propertyhub.site/properties/projects/8k5z1i69rd1udav6fo61?page=1,8,"4,098,000 - 12,515,000"
Riverton,MERCON,New Cairo,5092200,28766913,12176252.833333334,5,291,136.66666666666666,1,4,2025.0,https://www.propertyhub.site/properties/projects/8oqm9koiwpuqyyl5zk2x?page=1,18,"5,092,200 - 28,766,913"
90 Avenue,Tabarak Developments,New Cairo,14822280,45558210,23679829.971428573,136,343,187.5142857142857,2,5,2025.0,https://www.propertyhub.site/properties/projects/90_avenue?page=1,35,"14,822,280 - 45,558,210"
Queen Land,Euphoria Group,,1914000,9643469,4783491.106824926,5,176,117.0,0,3,2025.0,https://www.propertyhub.site/properties/projects/92fqqybvhx2ghzdc0430?page=1,337,"1,914,000 - 9,643,469"
IVOIRE EAST,PRE,New Cairo,13147000,57579000,28154600.0,99,312,212.2,3,5,2025.0,https://www.propertyhub.site/properties/projects/93ux62lypnvbbtojlsh4?page=1,5,"13,147,000 - 57,579,000"
The Islands,EGYGAB,New Capital,6333228,23971161,11139353.923076924,124,248,193.84615384615384,2,4,2025.0,https://www.propertyhub.site/properties/projects/97o167ocnlrlz5wbhtlw?page=1,13,"6,333,228 - 23,971,161"
Vidala,Better House,,5145000,26250000,12768000.0,65,325,161.2,1,4,2025.0,https://www.propertyhub.site/properties/projects/9jmj3zn8c7aznf47sk5m?page=1,10,"5,145,000 - 26,250,000"
Maadi View,AGEC,Elshourok City,5607000,27897595,15345200.21875,4,280,133.75,1,3,2025.0,https://www.propertyhub.site/properties/projects/9k9qjb4xqc3gu8mgsl9a?page=1,32,"5,607,000 - 27,897,595"
Floria 5,four seasons group (FSG),New Capital,11581000,12395000,12047372.093023255,313,335,325.6046511627907,4,4,2025.0,https://www.propertyhub.site/properties/projects/9l1knwlxzbuxembrqoq6?page=1,43,"11,581,000 - 12,395,000"
Nurai,MERCON,New Cairo,6271835,11137666,8893664.96,85,150,116.4,1,3,2025.0,https://www.propertyhub.site/properties/projects/9l7xz57gym2irsp0zos3?page=1,25,"6,271,835 - 11,137,666"
Oro Beach,CASTELLO,,3341800,8701000,5509800.0,46,115,78.54545454545455,0,2,2025.0,https://www.propertyhub.site/properties/projects/9shw5vrdrxuh7jsiyqho?page=1,11,"3,341,800 - 8,701,000"
Palm Island,TG Developments,Elshourok City,3438250,8910000,6052373.684210527,68,202,138.42105263157896,1,4,2025.0,https://www.propertyhub.site/properties/projects/a2acbidbikkgi027nbzr?page=1,19,"3,438,250 - 8,910,000"
Stoda Residence,IL CAZAR,,10400000,19200000,14925000.0,138,242,175.5,2,3,2025.0,https://www.propertyhub.site/properties/projects/a414s9f85anlh3clrdhi?page=1,4,"10,400,000 - 19,200,000"
Calma,Leaders,,4106200,12169300,8594077.227272727,90,289,188.0,1,4,2025.0,https://www.propertyhub.site/properties/projects/a4yimr2u9ur9l4c1ta92?page=1,22,"4,106,200 - 12,169,300"
Galini,Doja,North Coast,3438100,5882590,4868849.0,38,75,55.7,1,2,2025.0,https://www.propertyhub.site/properties/projects/a8v2zn90t7c9tabdzlac?page=1,10,"3,438,100 - 5,882,590"
Glory Gardens,eagle group,Elobour City,2328914,3343870,2741487.833333333,92,127,109.83333333333331,2,3,2025.0,https://www.propertyhub.site/properties/projects/abs9fqhv49zb78f99fhx?page=1,12,"2,328,914 - 3,343,870"
Via,Eagles developments,Sheikh Zayed City,4739598,8517451,6936967.125,94,169,142.375,2,3,2025.0,https://www.propertyhub.site/properties/projects/acq5h2zqzlboneo4oy1l?page=1,8,"4,739,598 - 8,517,451"
Stella DI Mare 1,Remco,,7200000,7200000,7200000.0,140,140,140.0,2,2,2025.0,https://www.propertyhub.site/properties/projects/ag01uslm5vpabm3sd7q0?page=1,1,"7,200,000 - 7,200,000"
Al Alamein Towers,City Edge,North Coast,46300000,75200000,60750000.0,217,316,266.5,2,3,2025.0,https://www.propertyhub.site/properties/projects/al_alamein_towers?page=1,2,"46,300,000 - 75,200,000"
Al burouj,Imkan Misr,,5800000,55500000,20321739.13043478,70,434,220.8695652173913,1,5,2025.0,https://www.propertyhub.site/properties/projects/al_burouj?page=1,23,"5,800,000 - 55,500,000"
Al Maqsad,City Edge,New Capital,6326000,9302000,8216250.0,123,174,155.0,1,3,2025.0,https://www.propertyhub.site/properties/projects/al_maqsad_residence?page=1,12,"6,326,000 - 9,302,000"
Alkarma Kay,Alkarma,Sheikh Zayed City,8560000,30135000,15661101.694915254,62,299,147.6271186440678,1,4,2025.0,https://www.propertyhub.site/properties/projects/alkarma_kay?page=1,59,"8,560,000 - 30,135,000"
Allegria,Sodic,Sheikh Zayed City,46069000,46069000,46069000.0,200,200,200.0,4,4,2025.0,https://www.propertyhub.site/properties/projects/allegria?page=1,1,"46,069,000 - 46,069,000"
Alma,Iwan,Sheikh Zayed City,26000000,42000000,34000000.0,240,320,280.0,4,4,2025.0,https://www.propertyhub.site/properties/projects/alma?page=1,2,"26,000,000 - 42,000,000"
La Colina west,Capital Hills,Sheikh Zayed City,7371000,14490000,10317065.625,108,219,160.0,2,3,2025.0,https://www.propertyhub.site/properties/projects/alpy8c24uu38cs38ko2u?page=1,16,"7,371,000 - 14,490,000"
Amorada,AFAQ Developments,New Cairo,8000000,13000000,10600000.0,166,191,181.0,2,3,2025.0,https://www.propertyhub.site/properties/projects/amorada?page=1,5,"8,000,000 - 13,000,000"
Elite west,TAJ,Sheikh Zayed City,8632000,13375000,10402975.0,164,251,199.08333333333331,3,4,2025.0,https://www.propertyhub.site/properties/projects/apvibg2926k155nxf0jp?page=1,12,"8,632,000 - 13,375,000"
Armonia,TLD-The Land Developers,New Capital,4009949,11877849,8172995.153846154,76,224,158.53846153846155,1,4,2025.0,https://www.propertyhub.site/properties/projects/armonia?page=1,13,"4,009,949 - 11,877,849"
Aroma,Aroma,,5292500,13650000,8330531.25,50,155,90.0,0,3,2025.0,https://www.propertyhub.site/properties/projects/aroma?page=1,8,"5,292,500 - 13,650,000"
Ashgar City,IGI,6th Of October,4832000,10325000,7618225.0,72,170,121.725,1,4,2025.0,https://www.propertyhub.site/properties/projects/ashgar_city?page=1,40,"4,832,000 - 10,325,000"
Atika,New Plan,New Capital,9505000,13140000,11364000.0,141,191,165.5,3,3,2025.0,https://www.propertyhub.site/properties/projects/atika?page=1,6,"9,505,000 - 13,140,000"
Azad,Tameer,New Cairo,18349800,42011306,27021345.444444444,140,406,240.55555555555557,2,5,2025.0,https://www.propertyhub.site/properties/projects/azad?page=1,18,"18,349,800 - 42,011,306"
Azha Elsokhna,Madaar,,24776000,41087520,37999696.66666666,148,312,284.6666666666667,2,6,2025.0,https://www.propertyhub.site/properties/projects/azha?page=1,6,"24,776,000 - 41,087,520"
Azha North Coast,Madaar,North Coast,15682000,78099000,25902872.727272727,98,322,160.5090909090909,1,5,2025.0,https://www.propertyhub.site/properties/projects/azha_north_coast?page=1,55,"15,682,000 - 78,099,000"
Azzar New Cairo,Reedy Group,New Cairo,3900000,44000000,20723076.923076924,42,487,198.46153846153845,0,9,2025.0,https://www.propertyhub.site/properties/projects/azzar_1?page=1,13,"3,900,000 - 44,000,000"
